Titre;genre1;genre2;réalisateur_1;actor_1;actor_2;actor_3;note_presse;note_spectators;Scenar;nationality_1;distributor;language;real_awards;first_actor_awards;second_actor_awards;length_corrected;day;month;year;note_spectator_word;nomi
Un héros;Drame;Thriller;Asghar Farhadi;Amir Jadidi;Mohsen Tanabandeh;Fereshteh Sadre Orafaee;4.0;3.8;Asghar Farhadi;Iran;Memento Distribution;Perse;14.0;0.0;0.0;128;15;décembre;2021;good;14
Un homme en colère;Action;Thriller;Guy Ritchie;Jason Statham;Holt McCallany;Josh Hartnett;3.0;3.6;Guy Ritchie;U.S.A.;Metropolitan FilmExport;Anglais;1.0;1.0;0.0;119;16;juin;2021;good;0
Un marché de noël providentiel;Comédie;Drame;Corey Sevier;Brooke Nevin;Corey Sevier;Alli Chung;;3.1;Kate Pragnell;Canada;;Anglais;0.0;0.0;0.0;90;2;novembre;2021;good;0
Un monde;Drame;;Laura Wandel;Maya Vanderbeque;Günter Duret;Karim Leklou;3.8;3.7;Laura Wandel;Belgique;Tandem;Français;0.0;0.0;0.0;75;26;janvier;2022;good;8
Un monde pour Julius;Drame;;Rossana Diaz Costa;Mayella Lloclla;Fiorella de Ferrari;Nacho Fresneda;;3.5;Rossana Diaz Costa;Pérou;Bobine Films;Espagnol;0.0;0.0;0.0;94;20;avril;2022;good;0
Un Noël Chez Les Loud;Comédie;Famille;Jonathan Judge;Wolfgang Schaeffer;Jahzir Bruno;Brian Stepanek;;2.6;Liz Maccie;U.S.A.;;Anglais;0.0;0.0;0.0;64;11;février;2023;soso;0
Un Noël en Californie : Les lumières de la ville;Comédie;Drame;Shaun Paul Piccinino;Lauren Swickard;Josh Swickard;Amanda Detmer;;2.3;Lauren Swickard;U.S.A.;;Anglais;0.0;0.0;0.0;90;16;décembre;2021;soso;0
Un Noël pour deux : coup de foudre en ville;Romance;;Sean McNamara;Kimberly Williams-Paisley;Ashley Williams;Mark Deklin;;3.0;Erik Patterson;U.S.A.;;Anglais;0.0;0.0;0.0;83;7;octobre;2022;soso;0
Un Noël pour deux : retour à la maison;Romance;;Sean McNamara;Kimberly Williams-Paisley;Ashley Williams;Mark Deklin;;2.9;Erik Patterson;U.S.A.;TF1;Anglais;0.0;0.0;0.0;90;11;novembre;2022;soso;0
Un Noël saupoudré d'amour;Comédie;Romance;Ellie Kanner;Molly McCook;Aaron O'Connell;Lee Garlington;;3.0;Ellie Kanner;U.S.A.;TF1;Anglais;0.0;0.0;0.0;90;31;octobre;2022;soso;0
Un Noël surprise à New York;Romance;;Keith Powell;Olivia Washington;Will Adams;Tina Lifford;;2.8;Monique N. Matthews;U.S.A.;TF1;Anglais;0.0;0.0;1.0;84;16;décembre;2022;soso;0
Un papa hors pair;Comédie;Drame;Paul Weitz;Kevin Hart;DeWanda Wise;Lil Rel Howery;;3.6;Paul Weitz;U.S.A.;;Anglais;3.0;0.0;0.0;109;9;septembre;2021;good;0
Un petit problème;Comédie;Romance;Roberto Fiesco Trejo;Alfonso Dosal;Regina Blandón;Francesca Mercadante;;2.8;Mariano Vera;Mexique;;Espagnol;0.0;0.0;0.0;94;2;septembre;2021;soso;0
Un prince à New York 2;Comédie;;Craig Brewer;Eddie Murphy;Arsenio Hall;Jermaine Fowler;2.3;2.0;Kenya Barris;U.S.A.;;Anglais;0.0;7.0;0.0;110;5;mars;2021;bad;1
Un Prince en cadeau;Romance;;T.W. Peacocke;Jen Lilley;Brendan Fehr;Michael Hanrahan;;3.1;;U.S.A.;TF1;Anglais;0.0;0.0;0.0;85;3;novembre;2022;good;0
Un tour chez ma fille;Comédie;;Eric Lavaine;Josiane Balasko;Mathilde Seigner;Jérôme Commandeur;2.0;2.4;Eric Lavaine;France;Pathé;Français;6.0;3.0;2.0;89;16;juin;2021;soso;1
Un Triomphe;Comédie;;Emmanuel Courcol;Kad Merad;David Ayala;Lamine Cissokho;3.8;3.9;Emmanuel Courcol;France;Memento Distribution;Français;5.0;4.0;0.0;107;1;septembre;2021;good;12
Une affaire de détails;Policier;Drame;John Lee Hancock;Denzel Washington;Rami Malek;Jared Leto;;3.1;John Lee Hancock;U.S.A.;Warner Bros. France;Anglais;1.0;8.0;4.0;128;30;mars;2021;good;1
Une carte d'amour pour Noël;Romance;;David Weaver;Alison Sweeney;Erica Durance;Brennan Elliott;;2.7;Amyn Kaderali;U.S.A.;TF1;Anglais;0.0;0.0;2.0;84;12;décembre;2022;soso;0
Une femme dans l’ombre;Drame;Famille;Felix Karolus;Senta Berger;Peter Simonischek;Thomas Thieme;;3.1;Florian Iwersen;Allemagne;Arte;Allemand;0.0;0.0;1.0;90;25;août;2022;good;0
Une histoire d'amour et de désir;Drame;Romance;Leyla Bouzid;Sami Outalbali;Zbeida Belhajamor;Diong-Keba Tacu;4.0;3.8;Leyla Bouzid;France;Pyramide Distribution;Français;3.0;1.0;0.0;102;1;septembre;2021;good;10
Une invitation inattendue pour Noël;Romance;;R.C. Newey;Amy Acker;Warren Christie;Brooke Nevin;;3.3;Tamar Laddy;U.S.A.;TF1;Anglais;0.0;0.0;0.0;84;22;novembre;2021;good;0
Une jeune fille disparaît;Policier;Drame;Markus Imboden;Heino Ferch;Ronald Kukulies;Sina Bianca Hentschel;;3.2;Fred Breinersdorfer;Allemagne;Arte;Allemand;0.0;1.0;0.0;90;22;septembre;2022;good;0
Une jeune fille qui va bien;Drame;Historique;Sandrine Kiberlain;Rebecca Marder;André Marcon;Anthony Bajon;3.6;3.3;Sandrine Kiberlain;France;Ad Vitam;Français;4.0;1.0;1.0;98;26;janvier;2022;good;7
Une mère;Drame;Thriller;Sylvie Audcoeur;Karin Viard;Darren Muselet;Samir Guesmi;2.5;2.9;Sylvie Audcoeur;France;Memento Distribution;Français;0.0;11.0;0.0;87;23;mars;2022;soso;0
Une New-yorkaise à la ferme;Romance;;David Winning;Autumn Reeser;Andrew W. Walker;Rhiannon Fish;;2.9;Audrey Shulman;U.S.A.;TF1;Français;0.0;0.0;0.0;84;16;mars;2022;soso;0
Une proposition de rêve pour Noël;Romance;;Martin Wood;Adam Rodriguez;Jessica Camacho;Jaime Callica;;3.3;Mark Amato;U.S.A.;TF1;Anglais;1.0;0.0;0.0;87;14;novembre;2022;good;0
Une robe pour Mrs. Harris;Comédie;Comédie dramatique;Anthony Fabian;Lesley Manville;Isabelle Huppert;Lambert Wilson;2.5;3.5;Carroll Cartwright;Grande-Bretagne;Universal Pictures International France;Anglais;0.0;4.0;19.0;116;2;novembre;2022;good;3
Une star pour Noël;Romance;;John Stimpson;Jamie Perez;Thomas McDonell;Maureen Keiller;;2.8;John Stimpson;U.S.A.;Metropolitan FilmExport;Anglais;0.0;0.0;0.0;105;2;décembre;2021;soso;0
Upcoming Summer;Drame;;Leste Chen;Zi-feng Zhang;Lei Wu;Lei Hao;;2.4;;Chine;;Chinois;6.0;0.0;0.0;115;3;octobre;2021;soso;0
Utama : La Terre Oubliée;Drame;;Alejandro Loayza Grisi;José Calcina;Luisa Quispe;Santos Choque;3.6;3.9;Alejandro Loayza Grisi;Bolivie;Condor Distribution;Espagnol;0.0;0.0;0.0;88;11;mai;2022;good;0
Vaillante;Animation;Comédie;Laurent Zeitoun;Alice Pol;Alice Pol;Vincent Cassel;3.5;3.4;Laurent Zeitoun;France;SND;Anglais;4.0;1.0;1.0;93;2;février;2022;good;0
Val;Comédie;Epouvante-horreur;Aaron Fradkin;Misha Reeves;Zachary Mooren;Kyle Howard;;1.5;Aaron Fradkin;U.S.A.;;Anglais;0.0;0.0;0.0;81;19;janvier;2022;bad;0
Valentina;Aventure;Animation;Chelo Loureiro;Laetitia Casta;Jeanne Métivier;Sarah Vergès;2.8;2.7;Chelo Loureiro;Espagne;Eurozoom;Espagnol;0.0;1.0;0.0;65;22;mars;2023;soso;0
Vanishing;Drame;Thriller;Denis Dercourt;Olga Kurylenko;Yoo Yeon-Seok;Ji-won Ye;;2.2;Denis Dercourt;France;Canal +;Français;11.0;0.0;0.0;87;5;avril;2022;soso;0
Vanquish;Action;Policier;George Gallo;Ruby Rose;Morgan Freeman;Patrick Muldoon;;1.9;George Gallo;U.S.A.;;Anglais;4.0;0.0;6.0;95;17;novembre;2021;bad;1
Varsovie 83, une affaire d'État;Drame;Historique;Jan P. Matuszynski;Tomasz Zietek;Sandra Korzeniak;Jacek Braciak;3.8;4.0;Kaja Krawczyk-Wnuk;Pologne;Memento Distribution;Polonais;1.0;0.0;0.0;159;4;mai;2022;good;3
Vengeance is Mine, All Others Pay Cash;Action;Comédie;Edwin;Marthino Lio;Ladya Cheryl;Christine Hakim;;3.0;Eka Kurniawan;Indonésie;;Indonésien;0.0;0.0;0.0;114;28;novembre;2022;soso;0
Venom: Let There Be Carnage;Action;Fantastique;Andy Serkis;Tom Hardy;Woody Harrelson;Michelle Williams;1.7;2.1;Kelly Marcel;U.S.A.;Sony Pictures Releasing France;Anglais;1.0;1.0;2.0;98;20;octobre;2021;soso;0
Vinski et la poudre magique;Aventure;Comédie;Juha Wuolijoki;Martti Suosalo;Mikko Leppilampi;Minka Kuustonen;;2.8;Juha Wuolijoki;Finlande;;Finnois;0.0;0.0;0.0;85;3;janvier;2023;soso;0
Vinterviken;Drame;Romance;Alexis Almström;Elsa Öhrn;Mustapha Aarab;Magnus Krepper;;2.5;Dunja Vujovic;Suède;;Suédois;0.0;0.0;0.0;91;9;septembre;2021;soso;0
Vivo;Aventure;Animation;Brandon Jeffords;Lin-Manuel Miranda;Ynairaly Simo;Zoe Saldana;;3.4;Quiara Alegria Hudes;U.S.A.;;Anglais;0.0;6.0;0.0;99;9;août;2021;good;0
Voisins;Drame;;Mano Khalil;Jalal Altawil;Jay Abdo;Tuna Dwek;;3.1;Mano Khalil;Suisse;;Kurde;0.0;0.0;0.0;130;15;mars;2023;good;0
Vortex;Drame;;Gaspar Noé;Françoise Lebrun;Dario Argento;Alex Lutz;3.9;3.6;Gaspar Noé;France;Wild Bunch Distribution;Français;2.0;1.0;4.0;142;13;avril;2022;good;4
Vous pouvez embrasser la demoiselle d'honneur;Comédie;Romance;Caroline Labrèche;Tori Anderson;Julia Borsellino;Jay Chevery;;2.5;;Canada;;Anglais;0.0;0.0;0.0;90;20;mai;2021;soso;0
Voyagers;Aventure;Science Fiction;Neil Burger;Tye Sheridan;Lily-Rose Depp;Fionn Whitehead;1.7;2.2;Neil Burger;U.S.A.;Universal Pictures International France;Anglais;4.0;1.0;4.0;108;26;mai;2021;soso;0
Voyeurs;Thriller;;Michael Mohan;Sydney Sweeney;Justice Smith;Ben Hardy;;3.0;Michael Mohan;U.S.A.;;Anglais;1.0;0.0;1.0;116;10;septembre;2021;soso;0
WarHunt;Action;Epouvante-horreur;Mauro Borrelli;Mickey Rourke;Jackson Rathbone;Robert Knepper;;2.2;Mauro Borrelli;U.S.A.;;Anglais;0.0;4.0;2.0;92;16;mars;2022;soso;0
Warning;Action;;Amar Hundal;Gippy Grewal;Prince KJ;;;3.2;;Inde;Desi Entertainment Paris;Autre;0.0;0.0;0.0;130;19;novembre;2021;good;0
We All Lie My Darling;Drame;Romance;Pierre-Nicolas Panasci;Terry Serio;Daniella Serret;Callum Needham;;2.5;;Australie;;Anglais;0.0;0.0;0.0;81;13;mai;2022;soso;0
We Burn Like This;Drame;;Alana Waksman;Devery Jacobs;Madeleine Coghlan;Kendra Mylnechuk;;2.5;Alana Waksman;U.S.A.;;Anglais;0.0;0.0;0.0;81;12;août;2022;soso;5
We Couldn't Become Adults;Drame;Romance;Yoshihiro Mori;Mirai Moriyama;Sairi Itô;Masahiro Higashide;;3.2;Ryo Takada;Japon;;Japonais;0.0;0.0;0.0;124;5;novembre;2021;good;0
West Side Story;Drame;Comédie musicale;Steven Spielberg;Ansel Elgort;Rachel Zegler;Ariana DeBose;4.0;4.1;Tony Kushner;U.S.A.;The Walt Disney Company France;Anglais;12.0;1.0;0.0;157;8;décembre;2021;excellent;16
Wet Sand;Drame;;Elene Naveriani;Bebe Sesitashvili;Gia Agumava;Megi Kobaladze;;3.3;Elene Naveriani;Suisse;;Géorgien;0.0;0.0;0.0;115;1;juin;2022;good;0
Where's The Right Girl;Comédie;;Daniel Vega Vidal;César Ritter;Fiorella Pennano;Magdyel Ugaz;;3.0;;Pérou;;Espagnol;1.0;0.0;0.0;84;17;novembre;2022;soso;0
Wild Dog;Action;Aventure;Ahishor Solomon;Nagarjuna Akkineni;Dia Mirza;Atul Kulkarni;;2.7;;Inde;;Autre;0.0;0.0;0.0;129;7;novembre;2022;soso;0
Wild Indian;Drame;Thriller;Lyle Mitchell Corbine Jr.;Michael Greyeyes;Jesse Eisenberg;Kate Bosworth;;2.7;Lyle Mitchell Corbine Jr.;U.S.A.;;Anglais;0.0;0.0;1.0;91;1;janvier;2023;soso;0
Wild Men;Comédie;Thriller;Thomas Daneskov;Rasmus Bjerg;Zaki Youssef;Bjørn Sundquist;3.1;3.2;Thomas Daneskov;Danemark;Star Invest Films France;Danois;0.0;0.0;0.0;102;24;août;2022;good;0
Wildhood;Drame;Romance;Bretten Hannam;Steve Lund;Phillip Lewitski;Michael Greyeyes;;3.2;Bretten Hannam;Canada;;Anglais;0.0;0.0;0.0;108;30;mars;2023;good;0
Willy’s Wonderland;Epouvante-horreur;Thriller;Kevin Lewis;Nicolas Cage;Emily Tosta;Beth Grant;;2.0;G.O. Parsons;U.S.A.;;Anglais;0.0;3.0;0.0;89;2;novembre;2021;bad;0
Wolf;Drame;Thriller;Nathalie Biancheri;George MacKay;Lily-Rose Depp;Paddy Considine;;2.0;Nathalie Biancheri;Grande-Bretagne;;Anglais;0.0;1.0;4.0;98;11;septembre;2022;bad;0
Women Do Cry;Drame;;Mina Mileva;Maria Bakalova;Ralitsa Stoyanova;Katia Kazakova;3.1;2.5;Bilyana Kazakova;Bulgarie;Eurozoom;Bulgare;0.0;4.0;0.0;107;9;mars;2022;soso;7
World Ends at Camp Z;Action;Epouvante-horreur;Ding Wang;Anne-Carolyne Binette;Dean Persons;Osawa Muskwa;;2.3;;Canada;;Anglais;0.0;0.0;0.0;90;8;juin;2022;soso;0
Wyrmwood: Apocalypse;Action;Epouvante-horreur;Kiah Roache-Turner;Luke McKenzie;Shantae Barnes-Cowan;Jake Ryan (IV);;2.1;Kiah Roache-Turner;Australie;;Anglais;0.0;0.0;0.0;88;16;août;2022;soso;0
Xtreme;Action;Policier;Daniel Benmayor;Teo García;Óscar Jaenada;Oscar Casas;;2.7;Iván Ledesma;Espagne;;Espagnol;0.0;0.0;0.0;111;4;juin;2021;soso;0
Yakuza Princess;Arts Martiaux;Thriller;Vicente Amorim;MASUMI;Jonathan Rhys-Meyers;Tsuyoshi Ihara;;2.1;Vicente Amorim;Brésil;;Anglais;1.0;0.0;1.0;111;15;janvier;2022;soso;0
Yara;Policier;Drame;Marco Tullio Giordana;Isabella Ragonese;Alessio Boni;Thomas Trabacchi;;3.2;Graziano Diana;Italie;;Italien;2.0;0.0;0.0;94;5;novembre;2021;good;0
Yes Day;Comédie;Famille;Miguel Arteta;Jennifer Garner;Édgar Ramírez;Jenna Ortega;;2.4;Justin Malen;U.S.A.;;Anglais;10.0;1.0;2.0;86;12;mars;2021;soso;0
Yolun Açık Olsun;Drame;;Mehmet Ada Öztekin;Engin Akyürek;Tolga Sarıtaş;İlker Kızmaz;;3.1;Hakan Evrensel;Turquie;;Turc;0.0;0.0;0.0;119;23;mai;2022;good;0
#Alive;Action;Drame;Hyung-cho Il;Ah-In Yoo;Shin-Hye Park;Hyun-Wook Lee;;3.0;Hyung-cho Il;Corée du Sud;Netflix;Coréen;0.0;0.0;0.0;98;23;septembre;2021;soso;0
10 jours sans maman;Comédie;;Ludovic Bernard;Franck Dubosc;Aure Atika;Alexis Michalik;2.2;2.1;Ludovic Bernard;France;StudioCanal;Français;1.0;4.0;6.0;98;19;février;2020;soso;0
100% loup;Animation;Famille;Alexs Stadermann;Adrien Dussaiwoir;Jerra Wright-Smith;Damien Locqueneux;3.2;2.1;Fin Edquist;Australie;Alba Films;Anglais;0.0;0.0;0.0;96;28;octobre;2020;soso;0
12 Hour Shift;Comédie;Epouvante-horreur;Brea Grant;Angela Bettis;David Arquette;Chloe Farnworth;;2.3;Brea Grant;U.S.A.;;Anglais;0.0;0.0;0.0;86;18;novembre;2021;soso;0
18 cadeaux;Drame;Famille;Francesco Amato;Vittoria Puccini;Benedetta Porcaroli;Edoardo Leo;;3.8;Francesco Amato;Italie;;Italien;4.0;0.0;0.0;115;23;septembre;2021;good;0
18% Grey;Drame;;Viktor Chouchkov;Ruscen Vidinliev;Dolya Gavanski;Samuel Finzi;;2.8;;Bulgarie;;Anglais, Bulgare, Allemand;0.0;0.0;0.0;110;24;octobre;2022;soso;0
2 coeurs;Drame;Romance;Lance Hool;Radha Mitchell;Jacob Elordi;Kari Matchett;;3.1;Veronica Hool;U.S.A.;;Anglais;0.0;0.0;0.0;106;8;février;2021;good;0
200 mètres;Aventure;Drame;Ameen Nayfeh;Ali Suliman;Anna Unterberger;Gassan Abbas;3.7;3.7;Ameen Nayfeh;Palestine;Shellac;Arabe;0.0;0.0;0.0;97;9;juin;2021;good;0
2067;Science Fiction;Thriller;Seth Larney;Kodi Smit-McPhee;Ryan Kwanten;Damian Walshe-Howling;;1.8;Seth Larney;Australie;Koba Films;Anglais;0.0;1.0;0.0;114;12;février;2021;bad;0
365 Dni;Drame;Erotique;Barbara Bialowas;Anna-Maria Sieklucka;Michele Morrone;Grazyna Szapolowska;;1.5;Tomasz Klimala;Pologne;;Anglais, Italien, Polonais;0.0;0.0;0.0;114;24;octobre;2022;bad;6
4 enfants et moi;Aventure;Famille;Andy De Emmony;Paula Patton;Matthew Goode;Michael Caine;;2.3;Simon Lewis;Grande-Bretagne;;Anglais;2.0;0.0;1.0;109;1;décembre;2020;soso;0
4 mariages et un coup de foudre;Romance;;Kevin Fair;Kimberly Sustad;Paul Campbell;Brandi Alexander;;3.1;Julie Sherman Wolfe;U.S.A.;;Anglais;0.0;0.0;0.0;84;26;janvier;2021;good;0
40 ans, toujours dans le flow;Comédie;Drame;Radha Blank;Radha Blank;Imani Lewis;Reed Birney;;2.4;Radha Blank;U.S.A.;;Anglais;0.0;0.0;0.0;129;9;octobre;2020;soso;1
40 Sticks;Thriller;;Victor Gatonye;Robert Agengo;Mwaura Bilal;Andreo Kamau;;2.8;;Kenya;;Swahili;0.0;0.0;0.0;92;7;novembre;2022;soso;0
7 minutes;Drame;;Ricky Mastro;Antoine Herbez;Clément Naline;Valentin Malguy;;2.5;Ricky Mastro;France;;Français;0.0;0.0;0.0;80;16;septembre;2021;soso;0
À bout portant;Biopic;Drame;Franziska Stünkel;Lars Eidinger;Devid Striesow;Luise Heyer;;2.9;Franziska Stünkel;Allemagne;;Allemand;0.0;0.0;0.0;116;9;mars;2023;soso;0
A Call to Spy;Biopic;Drame;Lydia Dean Pilcher;Sarah Megan Thomas;Stana Katic;Radhika Apte;;3.5;Sarah Megan Thomas;U.S.A.;;Anglais;1.0;0.0;0.0;123;15;août;2021;good;0
A Family;Drame;;Michihito Fujii;Gô Ayano;Hiroshi Tachi;Machiko Ono;;3.5;Michihito Fujii;Japon;;Japonais;0.0;0.0;0.0;136;24;octobre;2022;good;0
A Good Man;Drame;;Marie-Castille Mention-Schaar;Noémie Merlant;Soko;Vincent Dedienne;3.1;3.0;Marie-Castille Mention-Schaar;France;Pyramide Distribution;Français;6.0;1.0;1.0;108;10;novembre;2021;soso;3
À l’abordage;Comédie;;Guillaume Brac;Éric Nantchouang;Salif Cissé;Édouard Sulpice;3.9;3.8;Guillaume Brac;France;Jour2fête;Français;5.0;0.0;1.0;95;21;juillet;2021;good;5
A l’ombre des filles;Comédie;;Etienne Comar;Alex Lutz;Agnès Jaoui;Hafsia Herzi;3.2;3.4;Etienne Comar;France;Ad Vitam;Français;2.0;2.0;11.0;106;13;avril;2022;good;0
À La Folie;Drame;;Audrey Estrougo;Virginie Van Robby;Lucie Debay;Anne Coesens;3.0;3.0;Audrey Estrougo;France;Damned Distribution;Français;3.0;0.0;1.0;82;6;avril;2022;soso;0
A la merci de mon patron;Drame;;Gigi Gaston;Mia Topalian;Robert Palmer Watkins;Coby Ryan McLaughlin;;2.5;Brooke Purdy;U.S.A.;;Anglais;0.0;0.0;0.0;90;4;février;2021;soso;0
A Perfect Enemy;Thriller;;Kike Maillo;Tomasz Kot;Athena Strates;Marta Nieto;2.3;2.6;Cristina Clemente;Espagne;Alba Films;Anglais;1.0;1.0;0.0;89;29;décembre;2021;soso;0
A tes côtés;Drame;;Gilles Paquet-Brenner;Jarry;Didier Bourdon;Marie-Anne Chazel;;3.4;Gilles Paquet-Brenner;France;TF1;Français;2.0;0.0;1.0;90;21;septembre;2021;good;0
À tous les garçons : P.S. Je t'aime toujours;Comédie;Romance;Michael Fimognari;Lana Condor;Noah Centineo;Jordan Fisher;2.6;2.6;Sofia Alvarez (II);U.S.A.;Netflix France;Anglais;0.0;0.0;0.0;102;10;avril;2020;soso;0
Adieu Les Cons;Comédie;;Albert Dupontel;Virginie Efira;Albert Dupontel;Nicolas Marié;3.7;4.0;Albert Dupontel;France;Gaumont Distribution;Français;6.0;2.0;6.0;87;21;octobre;2020;good;18
Adieu Monsieur Haffmann;Drame;Historique;Fred Cavayé;Daniel Auteuil;Gilles Lellouche;Sara Giraudeau;3.3;3.9;Fred Cavayé;France;Pathé;Français;2.0;6.0;2.0;116;12;janvier;2022;good;0
Adieu venus;Drame;;Martin Ziegler;Mathilde Mosnier;Julien Cosquéric;Catherine Badet-Corniou;;3.2;;France;Cinéma Saint-André des Arts;Français;0.0;0.0;0.0;90;13;octobre;2021;good;0
Adiós entusiasmo;Comédie dramatique;;Vladimir Durán;Camilo Castiglione;Laila Maltz;Mariel Fernandez;2.3;2.2;Vladimir Durán;Argentine;Bodega Films;Espagnol;2.0;0.0;0.0;79;15;mars;2023;soso;0
ADN;Drame;;Maïwenn;Maïwenn;Omar Marwan;Fanny Ardant;3.3;2.7;Maïwenn;France;Le Pacte;Français;13.0;13.0;0.0;90;28;octobre;2020;soso;6
Ado, riche et enceinte;Drame;;Robert Malenfant;Lindsay Hartley;Taylor Blackwell;Tanya Clarke;;2.6;;U.S.A.;;Anglais;0.0;0.0;0.0;90;19;janvier;2021;soso;0
Adolescence explosive;Comédie;Fantastique;Brian Duffield;Katherine Langford;Charlie Plummer;Piper Perabo;;2.6;Brian Duffield;U.S.A.;;Anglais;0.0;1.0;1.0;101;11;décembre;2020;soso;0
After - Chapitre 2;Drame;Erotique;Roger Kumble;Josephine Langford;Hero Fiennes Tiffin;Dylan Sprouse;;2.2;Anna Todd;U.S.A.;;Anglais;0.0;0.0;0.0;106;22;décembre;2020;soso;0
After Love;Drame;;Aleem Khan;Joanna Scanlan;Nathalie Richard;Nasser Memarzia;3.1;3.8;Aleem Khan;Grande-Bretagne;Rezo Films;Anglais, Français, Arabe, Urdu;0.0;0.0;0.0;89;29;septembre;2021;good;6
Air Conditioner;Drame;Science Fiction;Fradique;José Kiteculo;David Caracol;;;3.0;Fradique;Angola;;Portugais;0.0;0.0;0.0;72;20;juillet;2021;soso;0
Akilla's Escape;Policier;Drame;Charles Officer;Saul Williams;Thamela Mpumlwana;Donisha Rita Claire Prendergast;;2.9;Charles Officer;Canada;;Anglais;0.0;3.0;0.0;90;11;octobre;2021;soso;0
All Because of You;Action;Comédie;Adrian Teh;Hairul Azreen;Janna Nick;Amerul Affendi;;3.0;Nazri M. Annuar;Malaisie;;Malais;0.0;0.0;0.0;101;1;octobre;2020;soso;0
All Day And A Night;Policier;Drame;Joe Robert Cole;Jeffrey Wright;Yahya Abdul-Mateen II;Ashton Sanders;;3.0;Joe Robert Cole;U.S.A.;;Anglais;1.0;1.0;1.0;121;7;juillet;2020;soso;0
Al morir la Matinee;Epouvante-horreur;;Maximiliano Contenti;Luciana Grasso;Ricardo Islas;Julieta Spinelli;;1.9;Maximiliano Contenti;Argentine;;Espagnol;0.0;0.0;0.0;88;9;décembre;2021;bad;0
All My Life;Drame;Romance;Marc Meyers;Jessica Rothe;Harry Shum Jr.;Kyle Allen;;3.0;Todd Rosenberg;U.S.A.;Universal Pictures International France;Anglais;0.0;0.0;0.0;93;2;juin;2021;soso;0
All Together Now;Comédie;Drame;Brett Haley;Auli'i Cravalho;Carol Burnett;Justina Machado;;3.0;Ol Parker;U.S.A.;;Anglais;0.0;0.0;4.0;92;29;août;2020;soso;0
Allagash;Thriller;;John Barr;Tom Berenger;Kristen Hager;Paul Ben-Victor;;2.0;John Barr;U.S.A.;;Anglais;0.0;2.0;0.0;90;28;avril;2022;bad;0
Albatros;Drame;;Xavier Beauvois;Jérémie Renier;Marie-Julie Maille;Victor Belmondo;3.7;2.9;Xavier Beauvois;France;Pathé;Français;5.0;5.0;2.0;115;3;novembre;2021;soso;9
Algunas bestias;Thriller;;Jorge Riquelme Serrano;Paulina García;Alfredo Castro;Consuelo Carreño;2.8;2.7;Jorge Riquelme Serrano;Chili;Tamasa Distribution;Espagnol;0.0;1.0;0.0;95;20;avril;2022;soso;0
Aline;Biopic;Drame;Valérie Lemercier;Valérie Lemercier;Sylvain Marcel;Danielle Fichaud;4.1;3.8;Valérie Lemercier;France;Gaumont Distribution;Français;3.0;3.0;0.0;126;10;novembre;2021;good;14
Alone;Action;Epouvante-horreur;John Hyams;Jules Willcox;Marc Menchaca;Anthony Heald;;2.6;Mattias Olsson;U.S.A.;;Anglais;1.0;0.0;0.0;98;1;février;2016;soso;0
American Pie Presents: Girls' Rules;Comédie;;Mike Elliott;Madison Pettis;Lizze Broadway;Natasha Behnam;;1.7;David H. Steinberg;U.S.A.;;Anglais;0.0;0.0;0.0;95;1;novembre;2020;bad;0
Amies à la vie, à la mort;Drame;;Danny J. Boyle;Natalie Dreyfuss;Michael Patrick Denis;Elise Gatien;;3.0;Lisa Di Trolio;U.S.A.;;Anglais;0.0;0.0;0.0;90;29;janvier;2021;soso;0
Ammonite;Drame;Romance;Francis Lee;Kate Winslet;Saoirse Ronan;Fiona Shaw;3.7;3.2;Francis Lee;Grande-Bretagne;;Anglais, Français;0.0;14.0;1.0;118;5;octobre;2021;good;3
Amour, duel et pâtisserie;Romance;;Tibor Takacs;Erin Cahill;Brendan Penny;Gwynyth Walsh;;2.7;;U.S.A.;;Anglais;0.0;0.0;0.0;82;22;février;2021;soso;0
Amoureux juste pour l'été;Romance;;David I. Strasser;Brant Daugherty;Hayley Sales;Linda Darlow;;3.2;Jennifer Edwards;Canada;;Anglais;0.0;0.0;0.0;91;3;juin;2021;good;0
An American Pickle;Comédie;;Brandon Trost;Seth Rogen;Sarah Snook;Molly Evensen;;2.3;Simon Rich;U.S.A.;;Anglais;0.0;5.0;1.0;89;10;décembre;2021;soso;0
Angèle et la montre magique;Famille;;Dennis Bots;Liz Vergeer;Barry Atsma;Ali Ben Horsting;;2.2;Ellen Barendregt;Pays-Bas;;Néerlandais;0.0;0.0;0.0;97;9;février;2021;soso;0
Angrezi Medium;Bollywood;Comédie;Homi Adajania;Irrfan Khan;Kareena Kapoor;Deepak Dobriyal;;2.7;Gaurav Shukla;Inde;Friday Entertainment;Hindi;0.0;0.0;1.0;145;13;mars;2020;soso;0
Anja;Drame;Thriller;Paolo Martini;Roberto Caccavo;Larthia Galli Nannini;Désirée Giorgetti;;2.3;;Italie;;Italien, Russe;0.0;0.0;0.0;96;31;octobre;2022;soso;0
Antebellum;Thriller;;Gerard Bush;Janelle Monáe;Jena Malone;Kiersey Clemons;3.1;2.8;Gerard Bush;U.S.A.;Metropolitan FilmExport;Anglais;0.0;0.0;2.0;106;9;septembre;2020;soso;0
